SourceGene	TargetGene	PathwayType	Interaction
FCER1G	PIK3CB	signaling	activate
FCER1G	PIK3CA	signaling	activate
FCER1G	PIK3R3	signaling	activate
FCER1G	ZAP70	signaling	activate
FCER1G	FYN	signaling	activate
FCER1G	PIK3R2	signaling	activate
FCER1G	SYK	signaling	activate
FCER1G	PIK3R1	signaling	activate
FCER1G	PIK3CD	signaling	activate
EDNRB	GNA12	signaling	activate
EDNRB	GNAQ	signaling	activate
EDNRB	GNA15	signaling	activate
EDNRB	GNAI1	signaling	activate
EDNRB	GNAI2	signaling	activate
EDNRB	GNA14	signaling	activate
EDNRB	GNAO1	signaling	activate
EDNRB	GNA11	signaling	activate
EDNRB	GNA13	signaling	activate
EDNRB	GNAI3	signaling	activate
EDNRB	TRPC6	signaling	activate
IL3RA	PIK3CB	signaling	activate
IL3RA	PIK3CA	signaling	activate
IL3RA	NRAS	signaling	activate
IL3RA	KRAS	signaling	activate
IL3RA	PIK3R3	signaling	activate
IL3RA	PIK3R2	signaling	activate
IL3RA	PIK3R1	signaling	activate
IL3RA	JAK2	signaling	activate
IL3RA	PIK3CD	signaling	activate
IL3RA	JAK3	signaling	activate
IL3RA	HRAS	signaling	activate
IL3RA	JAK1	signaling	activate
COL6A2	SDC4	signaling	activate
COL6A2	SDC1	signaling	activate
COL6A2	CD44	signaling	activate
COL6A2	GP6	signaling	activate
ZNF32	C1QBP	regulatory	regulate
KLF8	CCND1	regulatory	regulate
KLF8	FHL2	regulatory	regulate
KLF8	HBB	regulatory	regulate
SCTR	GNAS	signaling	activate
KIR3DL1	PTPN6	signaling	activate
KIR3DL1	PTPN11	signaling	activate
SERPINA5	PROC	signaling	inhibit
SERPINA5	F2	signaling	inhibit
TBX3	NANOG	regulatory	express
TBX3	JDP2	regulatory	regulate
TBX3	T	regulatory	regulate
TBX3	CDKN2A	regulatory	repress
TBX3	CDKN1A	regulatory	repress
JDP2	JUN	signaling	inhibit
JDP2	ATF2	signaling	inhibit
GSK3A	GATA6	regulatory	repress
GSK3A	MCL1	regulatory	repress
GSK3A	GRIN2B	signaling	inhibit
GSK3A	GRIN2A	signaling	inhibit
GSK3A	MAFA	signaling	activate
GSK3A	MITF	signaling	activate
GSK3A	MAPT	signaling	inhibit
GSK3A	MAF	signaling	activate
GSK3A	MAFB	signaling	activate
GSK3A	GYS1	signaling	inhibit
GSK3A	SFPQ	signaling	inhibit
GSK3A	JUN	signaling	inhibit
GSK3A	TSC2	signaling	activate
GSK3A	NOTCH1	signaling	inhibit
GSK3A	EIF2B5	signaling	inhibit
GSK3A	PKD2	signaling	modulate
GSK3A	CAMKK2	signaling	inhibit
GSK3A	MYC	signaling	inhibit
GSK3A	GSK3A	signaling	activate
GATA6	PLAU	regulatory	regulate
GATA6	EPO	regulatory	regulate
GATA6	ACTA2	regulatory	regulate
GATA6	HNF4A	regulatory	regulate
GATA6	KRAS	regulatory	regulate
GATA6	MUC4	regulatory	regulate
GATA6	NOX1	regulatory	regulate
GATA6	LGR5	regulatory	regulate
GATA6	TAL1	regulatory	regulate
GATA6	HAMP	regulatory	regulate
GATA6	VWF	regulatory	regulate
GATA6	DAB2	regulatory	regulate
GATA6	DKK1	regulatory	regulate
GATA6	LCT	regulatory	regulate
GATA6	TFF2	regulatory	regulate
GATA6	SULT2A1	regulatory	regulate
GATA6	CYB5A	regulatory	regulate
GATA6	ALOX15	regulatory	regulate
GATA6	CYP2C9	regulatory	regulate
GATA6	CYP2C19	regulatory	regulate
KRAS	HIF1A	signaling	activate
KRAS	PLCE1	signaling	activate
KRAS	MAPK12	signaling	activate
KRAS	PIK3CB	signaling	activate
KRAS	TIAM1	signaling	activate
KRAS	PIK3CA	signaling	activate
KRAS	MAP2K1	signaling	activate
KRAS	MAP3K3	signaling	activate
KRAS	MAPK14	signaling	activate
KRAS	PDPK1	signaling	activate
KRAS	RASSF5	signaling	activate
KRAS	BRAF	signaling	activate
KRAS	RALBP1	signaling	activate
KRAS	PIK3R3	signaling	activate
KRAS	BRAP	signaling	inhibit
KRAS	MAPK10	signaling	activate
KRAS	RIN1	signaling	activate
KRAS	CDKN2A	signaling	activate
KRAS	MAPK11	signaling	activate
KRAS	PIK3R1	signaling	activate
KRAS	PIK3R2	signaling	activate
KRAS	RGL2	signaling	activate
KRAS	AFDN	signaling	activate
KRAS	RASSF1	signaling	activate
KRAS	MAPK1	signaling	activate
KRAS	PLD2	signaling	activate
KRAS	MAPK9	signaling	activate
KRAS	RGL1	signaling	activate
KRAS	MAPK8	signaling	activate
KRAS	MAPK3	signaling	activate
KRAS	MAP3K1	signaling	activate
KRAS	RAF1	signaling	activate
KRAS	ARHGEF6	signaling	activate
KRAS	RAPGEF5	signaling	inhibit
KRAS	RALGDS	signaling	activate
KRAS	MAPK13	signaling	activate
KRAS	PLD1	signaling	activate
KRAS	PIK3CD	signaling	activate
KRAS	PLCG1	signaling	activate
KRAS	ARAF	signaling	activate
KRAS	MOS	signaling	activate
KRAS	PIK3CG	signaling	activate
KRAS	TCF3	signaling	activate
DAB2	DAB2IP	signaling	activate
DAB2	LRP6	signaling	inhibit
CDX2	BCL2	regulatory	regulate
CDX2	CDKN1A	regulatory	regulate
CDX2	MUC2	regulatory	regulate
CDX2	CDH17	regulatory	express
CDX2	REG4	regulatory	regulate
CDX2	ABCB1	regulatory	regulate
CDX2	SHH	regulatory	repress
CDX2	MUC4	regulatory	regulate
CDX2	SLC10A2	regulatory	regulate
CDX2	NOX1	regulatory	regulate
CDX2	UGT1A10	regulatory	express
CDX2	CFTR	regulatory	regulate
CDX2	ELMO3	regulatory	regulate
CDX2	MIR196B	regulatory	regulate
CDX2	ACAT2	regulatory	regulate
CDX2	GUCY2C	regulatory	regulate
CDX2	FURIN	regulatory	regulate
CDX2	MOK	regulatory	regulate
CDX2	VDR	regulatory	regulate
CDX2	SLC15A1	regulatory	regulate
CDX2	NR1H4	regulatory	regulate
CDX2	SOAT2	regulatory	regulate
CDX2	LCT	regulatory	regulate
CDX2	CLDN2	regulatory	regulate
CDX2	UGT1A8	regulatory	express
CDX2	DSC2	regulatory	regulate
CDX2	NR1I2	regulatory	regulate
CDX2	ALPI	regulatory	regulate
CDX2	CA1	regulatory	regulate
CDX2	MUC3A	regulatory	regulate
CDX2	SI	regulatory	regulate
CDX2	FUT2	regulatory	regulate
CDX2	RETNLB	regulatory	regulate
CDX2	B3GALT5	regulatory	regulate
CDX2	MEP1A	regulatory	express
SHH	PTCH2	signaling	inhibit
SHH	PTCH1	signaling	inhibit
SHH	CDON	signaling	activate
SHH	BOC	signaling	activate
SHH	LRP2	signaling	activate
SHH	GPC3	signaling	activate
SHH	GAS1	signaling	activate
SHH	CP	signaling	inhibit
MIR196B	MYC	regulatory	regulate
MIR196B	FAS	regulatory	regulate
MIR196B	HOXB7	regulatory	regulate
MIR196B	HOXB8	regulatory	regulate
MIR196B	HOXC8	regulatory	regulate
MIR196B	IGF2BP1	regulatory	regulate
MIR196B	HOXA9	regulatory	regulate
MIR196B	MEIS1	regulatory	regulate
VDR	UCP1	regulatory	regulate
VDR	CDKN1A	regulatory	regulate
VDR	COL1A1	regulatory	regulate
VDR	TRPV5	regulatory	express
VDR	CALB1	regulatory	express
VDR	SLC8A1	regulatory	express
VDR	ATP2B1	regulatory	express
VDR	SLCO1A2	regulatory	regulate
VDR	SLC34A2	regulatory	express
VDR	TRPV6	regulatory	express
VDR	S100G	regulatory	regulate
VDR	ABCB1	regulatory	regulate
VDR	PLCG1	regulatory	regulate
VDR	MIR145	regulatory	regulate
VDR	HOXA10	regulatory	regulate
VDR	EGFR	regulatory	regulate
VDR	POU1F1	regulatory	regulate
VDR	DUSP1	regulatory	regulate
VDR	CYP3A7	regulatory	regulate
VDR	CSF2	regulatory	regulate
VDR	CYP24A1	regulatory	regulate
VDR	GH1	regulatory	regulate
VDR	MIRLET7A2	regulatory	regulate
VDR	SLC34A1	regulatory	regulate
VDR	BGLAP	regulatory	regulate
VDR	MIR98	regulatory	regulate
VDR	MIR498	regulatory	regulate
VDR	CAMP	signaling	activate
VDR	SOST	regulatory	regulate
VDR	CYP3A4	regulatory	regulate
STAT5A	BCL2L1	regulatory	express
STAT5A	CCND1	regulatory	regulate
STAT5A	CCND2	regulatory	express
STAT5A	SLC7A11	regulatory	regulate
STAT5A	EIF2AK2	regulatory	express
STAT5A	RIPK1	regulatory	express
STAT5A	CISH	regulatory	regulate
STAT5A	PIM1	regulatory	express
STAT5A	IFNG	regulatory	regulate
STAT5A	GATA3	regulatory	express
STAT5A	IL4	regulatory	express
STAT5A	IL2RA	regulatory	regulate
STAT5A	IL4R	regulatory	express
STAT5A	IL2	regulatory	express
STAT5A	MAF	regulatory	regulate
STAT5A	FOXP3	signaling	activate
STAT5A	INS	regulatory	express
STAT5A	TNFSF11	regulatory	express
STAT5A	ELF5	regulatory	express
STAT5A	CSN2	regulatory	regulate
STAT5A	LHCGR	regulatory	express
STAT5A	ESR2	regulatory	express
STAT5A	ESR1	regulatory	express
STAT5A	IRF1	regulatory	regulate
STAT5A	TH	regulatory	express
STAT5A	PRLR	regulatory	express
STAT5A	SLC2A2	regulatory	express
STAT5A	GCK	regulatory	express
STAT5A	FCER2	regulatory	regulate
STAT5A	PIM2	regulatory	express
STAT5A	FCGR1A	regulatory	regulate
STAT5A	STK11	regulatory	regulate
STAT5A	IGF1	regulatory	express
STAT5A	DNMT3A	regulatory	express
STAT5A	WARS	regulatory	regulate
STAT5A	PRF1	regulatory	regulate
STAT5A	IGHE	regulatory	regulate
STAT5A	IRF5	regulatory	express
MAF	IL4	regulatory	regulate
MAF	IL2RA	regulatory	express
MAF	IL4R	regulatory	express
MAF	MMP13	regulatory	regulate
MAF	IL10	regulatory	regulate
MAF	TXN	regulatory	regulate
MAF	GCLC	regulatory	regulate
MAF	GCLM	regulatory	regulate
MAF	ANPEP	regulatory	regulate
MAF	GNAI2	regulatory	regulate
MAF	ITGB7	regulatory	regulate
MAF	ETS1	signaling	inhibit
MAF	MYB	signaling	inhibit
PIM2	BAD	signaling	inhibit
PIM2	CDKN1A	signaling	activate
IRF5	TNF	regulatory	regulate
IRF5	IL1B	regulatory	express
IRF5	IL6	regulatory	express
IRF5	CXCL8	regulatory	express
IRF5	CCL19	regulatory	regulate
IRF5	IFNA14	regulatory	regulate
IRF5	IFNA1	regulatory	regulate
IRF5	IL12A	regulatory	regulate
IRF5	IL12B	regulatory	regulate
IRF5	CCL5	regulatory	express
IRF5	CCL3L1	regulatory	express
IRF5	CCL3L3	regulatory	express
IRF5	CCL3	regulatory	express
IRF5	ISG15	regulatory	regulate
ADIPOQ	ADIPOR2	signaling	activate
ADIPOQ	PPARA	signaling	activate
ADIPOQ	ADIPOR1	signaling	activate
PER2	POU2F1	signaling	inhibit
MIR328	PIM1	regulatory	regulate
MIR328	COL1A1	regulatory	regulate
MIR328	KCNH2	regulatory	regulate
MIR328	CD44	regulatory	regulate
MIR328	TACR1	regulatory	regulate
MIR328	PTPRJ	regulatory	regulate
MIR328	ABCG2	regulatory	regulate
MIR328	SFRP1	regulatory	regulate
MIR328	MMP16	regulatory	regulate
MIR223	F3	regulatory	regulate
MIR223	ABCB1	regulatory	regulate
MIR223	E2F1	regulatory	regulate
MIR223	PRDM1	regulatory	regulate
MIR223	FOXO1	regulatory	regulate
MIR223	FOXO3	regulatory	regulate
MIR223	ITGA3	regulatory	regulate
MIR223	LMO2	regulatory	regulate
MIR223	SP1	regulatory	regulate
MIR223	SCARB1	regulatory	regulate
MIR223	HSP90B1	regulatory	regulate
MIR223	STMN1	signaling	inhibit
MIR223	CFTR	regulatory	regulate
MIR223	IGF1R	regulatory	regulate
MIR223	RHOB	regulatory	regulate
MIR223	NFIA	regulatory	regulate
MIR223	CAPRIN1	regulatory	regulate
MIR223	FBXW7	regulatory	regulate
MIR223	CDC27	regulatory	regulate
MIR223	ITGB1	regulatory	regulate
MIR223	POLR3G	regulatory	regulate
MIR223	ARTN	regulatory	regulate
MIR223	MAFB	regulatory	regulate
MIR223	CYB5A	regulatory	regulate
MIR223	EPB41L3	regulatory	regulate
MIR223	TP53	signaling	inhibit
SERPINC1	F2	signaling	inhibit
SERPINC1	F9	signaling	inhibit
SERPINC1	F11	signaling	inhibit
SERPINC1	F12	signaling	inhibit
SERPINC1	F10	signaling	inhibit
SERPINC1	LRP1	signaling	activate
ITGB6	SRC	signaling	activate
ITGB6	PTK2	signaling	activate
MIR122	CYP7A1	regulatory	regulate
MIR122	ALDOA	regulatory	regulate
MIR122	G6PC3	regulatory	regulate
MIR122	CCNG1	signaling	inhibit
MIR122	SOCS3	regulatory	regulate
MIR122	CDK4	regulatory	regulate
MIR122	WNT1	regulatory	regulate
MIR122	PKM	regulatory	regulate
MIR122	LAMC1	regulatory	regulate
MIR122	CUX1	regulatory	regulate
MIR122	STAT3	regulatory	regulate
MIR122	ANKRD13C	regulatory	regulate
MIR122	IGF1R	regulatory	regulate
MIR122	AKT3	regulatory	regulate
MIR122	VAV3	regulatory	regulate
MIR122	MAP3K3	regulatory	regulate
MIR122	PRDX2	regulatory	regulate
MIR122	G3BP2	regulatory	regulate
MIR122	PRKRA	regulatory	regulate
MIR122	RIMS1	regulatory	regulate
MIR122	CTCF	regulatory	regulate
MIR122	RHOA	regulatory	regulate
MIR122	CLIC4	regulatory	regulate
MIR122	GALNT10	regulatory	regulate
MIR122	DLX4	regulatory	regulate
MIR122	RAD21	regulatory	regulate
MIR122	SLC7A1	signaling	inhibit
MIR122	ADAM17	regulatory	regulate
MIR122	PIK3CG	regulatory	regulate
MIR122	MARK1	regulatory	regulate
MIR122	ADAM10	regulatory	regulate
MIR122	BCL2L2	regulatory	regulate
MIR122	NT5C3A	regulatory	regulate
MIR122	NDRG3	regulatory	regulate
MIR122	GNPDA2	regulatory	regulate
MIR122	OCLN	regulatory	regulate
MIR122	MAP3K12	regulatory	regulate
MIR122	HMOX1	signaling	inhibit
CSF2RA	JAK2	signaling	activate
CAMP	FPR2	signaling	activate
RPS6KA1	IRS1	regulatory	repress
RPS6KA1	PPP1R3E	signaling	activate
RPS6KA1	TSC1	signaling	inhibit
RPS6KA1	TSC2	signaling	inhibit
RPS6KA1	PPP1CB	signaling	activate
RPS6KA1	HRAS	signaling	inhibit
RPS6KA1	PPP1R3A	signaling	activate
RPS6KA1	PPP1R3D	signaling	activate
RPS6KA1	NRAS	signaling	inhibit
RPS6KA1	KRAS	signaling	inhibit
RPS6KA1	PPP1CA	signaling	activate
RPS6KA1	PPP1R3B	signaling	activate
RPS6KA1	ATF4	signaling	activate
RPS6KA1	PPP1CC	signaling	activate
RPS6KA1	PPP1R3C	signaling	activate
RPS6KA1	BUB1	signaling	activate
RPS6KA1	TBC1D7-LOC100130357	signaling	inhibit
RPS6KA1	TBC1D7	signaling	inhibit
RPS6KA1	PKMYT1	signaling	inhibit
RPS6KA1	CARHSP1	signaling	modulate
RPS6KA1	VASP	signaling	inhibit
RPS6KA1	NR4A3	signaling	modulate
RPS6KA1	CDC25B	signaling	activate
RPS6KA1	ESR1	signaling	activate
RPS6KA1	CCT2	signaling	activate
RPS6KA1	SLC9A1	signaling	activate
RPS6KA1	MXD1	signaling	inhibit
RPS6KA1	WWC1	signaling	activate
RPS6KA1	MITF	signaling	inhibit
RPS6KA1	YBX1	signaling	activate
RPS6KA1	METTL1	signaling	inhibit
RPS6KA1	RPTOR	signaling	activate
RPS6KA1	RPS6	signaling	activate
RPS6KA1	H3F3A	signaling	activate
RPS6KA1	CDC25A	signaling	inhibit
RPS6KA1	FLNA	signaling	activate
RPS6KA1	CREB1	signaling	activate
RPS6KA1	GSK3B	signaling	inhibit
RPS6KA1	EIF4B	signaling	activate
RPS6KA1	RANBP3	signaling	modulate
RPS6KA1	CIC	signaling	inhibit
RPS6KA1	STK11	signaling	inhibit
RPS6KA1	ETV1	signaling	activate
RPS6KA1	FOS	signaling	activate
RPS6KA1	DEPTOR	signaling	inhibit
RPS6KA1	EEF2K	signaling	inhibit
RPS6KA1	RPS6KA1	signaling	activate
RPS6KA1	BAD	signaling	inhibit
DAB2IP	MAP3K5	signaling	activate
DAB2IP	PIK3CA	signaling	inhibit
DAB2IP	PIK3R1	signaling	inhibit
DAB2IP	GSK3B	signaling	activate
DAB2IP	AKT	signaling	inhibit
DAB2IP	GATA1	signaling	activate
DAB2IP	KRAS	signaling	inhibit
DAB2IP	ERN1	signaling	activate
DAB2IP	HRAS	signaling	inhibit
DAB2IP	14-3-3	signaling	inhibit
DAB2IP	NRAS	signaling	inhibit
DAB2IP	AR	signaling	inhibit
DAB2IP	STAT3	signaling	inhibit
DAB2IP	JAK2	signaling	inhibit
NFKB2	BIRC3	regulatory	express
NFKB2	BIRC2	regulatory	express
NFKB2	XIAP	regulatory	express
NFKB2	BCL2L1	regulatory	express
NFKB2	BCL2	regulatory	express
NFKB2	TRAF1	regulatory	express
NFKB2	TRAF2	regulatory	express
NFKB2	PTGS2	regulatory	express
NFKB2	CCL19	regulatory	regulate
NFKB2	TNFSF13B	regulatory	regulate
NFKB2	NOS2	regulatory	express
NFKB2	CCND1	regulatory	express
NFKB2	BIRC8	regulatory	express
NFKB2	BIRC7	regulatory	express
NFKB2	TRAF6	regulatory	express
NFKB2	TRAF3	regulatory	express
NFKB2	TRAF5	regulatory	express
NFKB2	TRAF4	regulatory	express
NFKB2	CXCL13	regulatory	regulate
NFKB2	RELB	signaling	activate
DTX1	EP300	signaling	activate
DTX1	NOTCH1	signaling	activate
DTX1	ASCL1	signaling	inhibit
REST	TH	regulatory	regulate
REST	CYP11B1	regulatory	regulate
REST	SLC8A1	regulatory	regulate
REST	GRIA2	regulatory	regulate
REST	NTRK3	regulatory	regulate
REST	KCNQ5	regulatory	regulate
REST	SYN1	regulatory	regulate
REST	AVP	regulatory	regulate
REST	TAC1	regulatory	regulate
REST	STAT1	regulatory	regulate
REST	HTR1A	regulatory	regulate
REST	MLLT11	regulatory	regulate
REST	CELSR3	regulatory	regulate
REST	KCNQ3	regulatory	regulate
REST	CARTPT	regulatory	regulate
REST	GJD2	regulatory	regulate
REST	C3orf14	regulatory	regulate
REST	OPRM1	regulatory	regulate
REST	DHCR24	regulatory	regulate
REST	MAPK8IP1	regulatory	regulate
REST	NRP1	regulatory	regulate
REST	NEFM	regulatory	regulate
REST	UCHL1	regulatory	regulate
REST	KCNQ2	regulatory	regulate
REST	L1CAM	regulatory	regulate
REST	CHRNB2	regulatory	regulate
REST	SCTR	regulatory	regulate
MIR125B2	TNF	regulatory	regulate
MIR125B2	JUN	regulatory	regulate
MIR125B2	BCL2	regulatory	regulate
MIR125B2	TNFAIP3	regulatory	regulate
MIR125B2	EPO	regulatory	regulate
MIR125B2	HK2	regulatory	regulate
MIR125B2	TP53	signaling	inhibit
MIR125B2	MCL1	regulatory	regulate
MIR125B2	FASN	regulatory	regulate
MIR125B2	BAK1	signaling	inhibit
MIR125B2	BBC3	regulatory	regulate
MIR125B2	IRF4	regulatory	regulate
MIR125B2	MMP13	regulatory	regulate
MIR125B2	SMAD4	regulatory	regulate
MIR125B2	PGF	regulatory	regulate
MIR125B2	ERBB2	signaling	inhibit
MIR125B2	MUC1	regulatory	regulate
MIR125B2	NTRK3	regulatory	regulate
MIR125B2	PRDM1	regulatory	regulate
MIR125B2	SMO	regulatory	regulate
MIR125B2	NES	regulatory	regulate
MIR125B2	EIF5A2	regulatory	regulate
MIR125B2	STARD13	regulatory	regulate
MIR125B2	APC	regulatory	regulate
MIR125B2	CSNK2A1	regulatory	regulate
MIR125B2	ETS1	regulatory	regulate
MIR125B2	RAF1	regulatory	regulate
MIR125B2	STAT3	regulatory	regulate
MIR125B2	ADAMTS4	regulatory	regulate
MIR125B2	MEGF9	regulatory	regulate
MIR125B2	UVRAG	regulatory	regulate
MIR125B2	CCNJ	regulatory	regulate
MIR125B2	AHRR	regulatory	regulate
MIR125B2	LIN28B	regulatory	regulate
MIR125B2	MAN1B1	regulatory	regulate
MIR125B2	ALOX5	regulatory	regulate
MIR125B2	SEMA4C	regulatory	regulate
MIR125B2	PPP1CA	regulatory	regulate
MIR125B2	MAPK14	regulatory	regulate
MIR125B2	E2F2	regulatory	regulate
MIR125B2	E2F3	regulatory	regulate
MIR125B2	MAP3K11	regulatory	regulate
MIR125B2	MAD1L1	regulatory	regulate
MIR125B2	HOTTIP	regulatory	regulate
MIR125B2	GAB2	regulatory	regulate
MIR125B2	NKIRAS2	regulatory	regulate
MIR125B2	SIRT7	regulatory	regulate
MIR125B2	BMF	regulatory	regulate
MIR125B2	PRKRA	regulatory	regulate
MIR125B2	HTT	regulatory	regulate
MIR125B2	VDR	regulatory	regulate
MIR125B2	CYP24A1	regulatory	regulate
MIR125B2	FGFR2	regulatory	regulate
MIR125B2	MYT1	regulatory	regulate
MIR125B2	ENPEP	regulatory	regulate
MIR125B2	ARID3B	regulatory	regulate
MIR125B2	NEU1	regulatory	regulate
MIR125B2	RBM38	regulatory	regulate
MIR125B2	NAIF1	regulatory	regulate
MIR125B2	LIF	regulatory	regulate
MIR125B2	IL6R	regulatory	regulate
MIR125B2	BGLAP	regulatory	regulate
MIR125B2	ERBB3	regulatory	regulate
MIR125B2	EPOR	regulatory	regulate
MIR125B2	ATG4D	regulatory	regulate
MIR125B2	BCL2L2	regulatory	regulate
MIR125B2	NIN	regulatory	regulate
MIR125B2	PIK3CD	regulatory	regulate
MIR125B2	LIN28A	regulatory	regulate
MIR125B2	TRIAP1	regulatory	regulate
MIR125B2	TP53INP1	regulatory	regulate
MIR125B2	FRZB	regulatory	regulate
MIR125B2	PIK3C2B	regulatory	regulate
MIR125B2	BCL2L12	regulatory	regulate
MIR125B2	DRAM2	regulatory	regulate
MIR125B2	BCL2L14	regulatory	regulate
MIR125B2	CDKN2A	signaling	inhibit
MIR125B2	EGFR	signaling	inhibit
MIR125B2	FGFR3	signaling	inhibit
MIR125B2	KRAS	signaling	inhibit
EPAS1	CXCL12	regulatory	regulate
EPAS1	EPO	regulatory	regulate
EPAS1	VEGFA	regulatory	regulate
EPAS1	SERPINE1	regulatory	regulate
EPAS1	SLC2A1	regulatory	regulate
EPAS1	SOD1	regulatory	regulate
EPAS1	VEGFB	regulatory	express
EPAS1	VEGFD	regulatory	express
EPAS1	VEGFC	regulatory	express
EPAS1	TGFB1	regulatory	express
EPAS1	PDGFB	regulatory	express
EPAS1	PGF	regulatory	express
EPAS1	TGFB2	regulatory	express
EPAS1	TGFB3	regulatory	express
EPAS1	TGFA	regulatory	express
EPAS1	PTHLH	regulatory	regulate
EPAS1	TUBB3	regulatory	regulate
EPAS1	SERPINB3	regulatory	regulate
EPAS1	MIR191	regulatory	regulate
EPAS1	PROX1	regulatory	regulate
EPAS1	PTPRZ1	regulatory	regulate
EPAS1	CBS	regulatory	regulate
EPAS1	RHOA	regulatory	regulate
EPAS1	SIRT1	regulatory	regulate
EPAS1	MIR210	regulatory	regulate
EPAS1	ROCK1	regulatory	regulate
EPAS1	ADORA2A	regulatory	regulate
EPAS1	CD248	regulatory	regulate
MIR142	IL6	regulatory	regulate
MIR142	HSPA1B	regulatory	regulate
MIR142	IL1A	regulatory	regulate
MIR142	SOCS6	regulatory	regulate
MIR142	ARNTL	regulatory	regulate
MIR142	RAC1	regulatory	regulate
MIR142	HMGB1	regulatory	regulate
MIR142	EGR2	regulatory	regulate
MIR142	HMGA1	regulatory	regulate
MIR142	TGFBR1	regulatory	regulate
MIR142	FZD7	regulatory	regulate
MIR142	LGR5	regulatory	regulate
MIR142	NFE2L2	regulatory	regulate
MIR142	CCNT2	regulatory	regulate
MIR142	SIRT1	regulatory	regulate
MIR142	ABCG2	regulatory	regulate
MIR142	ATG16L1	regulatory	regulate
MIR142	GHR	regulatory	regulate
MIR142	TAB2	regulatory	regulate
MIR142	DOCK6	regulatory	regulate
MIR142	HMGA2	regulatory	regulate
MIR142	ASH1L	regulatory	regulate
MIR142	PTPN23	regulatory	regulate
MIR142	PROM1	regulatory	regulate
MIR142	LRRC32	regulatory	regulate
AMH	BMPR1A	signaling	activate
AMH	BMPR2	signaling	activate
AMH	AMHR2	signaling	activate
AMH	BMPR1B	signaling	activate
TRAF1	MAPK9	signaling	activate
TRAF1	MAPK8	signaling	activate
TRAF1	IKBKG	signaling	activate
TRAF1	PIK3CD	signaling	activate
TRAF1	MAP3K14	signaling	activate
TRAF1	PIK3CB	signaling	activate
TRAF1	PIK3CA	signaling	activate
TRAF1	PIK3R2	signaling	activate
TRAF1	PIK3R1	signaling	activate
TRAF1	PIK3R3	signaling	activate
TRAF1	MAPK10	signaling	activate
TRAF1	TRAF2	signaling	activate
CCL4L1	CCR5	signaling	activate
CCL4L2	CCR5	signaling	activate
EDN1	EDNRB	signaling	activate
EDN1	EDNRA	signaling	activate
PTPN13	NFKBIA	regulatory	express
PTPN13	PDCD10	signaling	inhibit
PTPN13	INSR	signaling	inhibit
PTPN13	STK25	signaling	inhibit
IL12B	IL2RG	signaling	activate
IL12B	IL5RA	signaling	activate
IL12B	IFNGR1	signaling	activate
IL12B	IL3RA	signaling	activate
IL12B	IL6R	signaling	activate
IL12B	EPOR	signaling	activate
IL12B	IL4R	signaling	activate
IL12B	IL2RB	signaling	activate
IL12B	IL12RB1	signaling	activate
IL12B	IFNGR2	signaling	activate
IL12B	IL6ST	signaling	activate
IL12B	IFNAR1	signaling	activate
IL12B	IL13RA1	signaling	activate
IL12B	IL15RA	signaling	activate
IL12B	IL7R	signaling	activate
IL12B	CSF2RB	signaling	activate
IL12B	IL2RA	signaling	activate
IL12B	IFNAR2	signaling	activate
IL12B	IL23R	signaling	activate
IL12B	IL12RB2	signaling	activate
CCL3L1	CCR5	signaling	activate
CCL3L3	CCR5	signaling	activate
CEBPG	DDIT3	regulatory	regulate
CEBPG	CCR2	regulatory	regulate
CEBPG	F7	regulatory	regulate
CEBPG	SFTPD	regulatory	express
CEBPG	CIITA	signaling	inhibit
IL18	IL18RAP	signaling	activate
IL18	IL18R1	signaling	activate
IL23A	IL13RA1	signaling	activate
IL23A	IFNAR1	signaling	activate
IL23A	IL15RA	signaling	activate
IL23A	IL12RB2	signaling	activate
IL23A	IL23R	signaling	activate
IL23A	IFNAR2	signaling	activate
IL23A	CSF2RB	signaling	activate
IL23A	IL2RA	signaling	activate
IL23A	IL7R	signaling	activate
IL23A	IFNGR1	signaling	activate
IL23A	IL5RA	signaling	activate
IL23A	IL2RG	signaling	activate
IL23A	IL3RA	signaling	activate
IL23A	IL4R	signaling	activate
IL23A	EPOR	signaling	activate
IL23A	IL6R	signaling	activate
IL23A	IL6ST	signaling	activate
IL23A	IL12RB1	signaling	activate
IL23A	IFNGR2	signaling	activate
IL23A	IL2RB	signaling	activate
BIRC8	CASP9	signaling	inhibit
BIRC8	CASP3	signaling	inhibit
BIRC7	CASP3	signaling	inhibit
BIRC7	CASP9	signaling	inhibit
BIRC7	DIABLO	signaling	inhibit
TRAF6	MAP3K7	signaling	activate
TRAF6	MAPK11	signaling	activate
TRAF6	FGFR4	signaling	modulate
TRAF6	RAC1	signaling	activate
TRAF6	MAPK10	signaling	activate
TRAF6	MAPK14	signaling	activate
TRAF6	ULK1	signaling	modulate
TRAF6	MAPK8	signaling	activate
