Pyridoxal Phosphate	SHMT2|PDXP|SPTLC1|SRR|SPTLC3|MOCOS|NFS1|GPT|SGPL1|OAT|CCBL1|PYGM|FTCD|AADAT|DDC|KYNU|PROSC|SEPSECS|CTH|SHMT1|TAT|PDXDC1|PSAT1|ADC|AGXT2|CBS|ODC1|CSAD|GADL1|GAD1|ABAT|HDC|GLDC|BCAT1|SDS|GPT2|PHYKPL|SPTLC2|GOT2|GOT1|GCAT|CCBL2|THNSL1|ALAS1|PYGB|IGSF10|SCLY|BCAT2|PNPO|SDSL|PYGL|AGXT
6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	ACVR1|FKBP1A
N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine	MME|LTA4H
Phosphoramidon	MME
N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine	MME
[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala	MME
SLV 306	MME
2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM	MME
Thiorphan	MME
Sacubitril	MME
Methyclothiazide	CA1|CA4|CA2|SLC12A1
Ethoxzolamide	CA7|CA1|CA4|CA2
Amlodipine	CA1|CACNA2D1|CACNA1D|CACNA1C|CACNA1S|CACNA1B|CACNA2D3|CACNB2|SMPD1
Methocarbamol	CA1
Bendroflumethiazide	CA1|CA2|KCNMA1|CA4|SLC12A3
Benzthiazide	CA1|CA12|CA9|CA2|CA4|SLC12A3
Methazolamide	CA7|CA1|CA4|CA2
Hydroflumethiazide	CA1|SLC12A1|CA12|CA9|CA2|KCNMA1|ATP1A1|CA4
Acetazolamide	CA3|CA1|CA14|CA2|AQP1|CA7|CA4
Dorzolamide	CA1|CA4|CA2
Chlorothiazide	CA1|CA4|CA2|SLC12A3
Hydrochlorothiazide	CA1|CA12|CA9|CA2|KCNMA1|CA4|SLC12A3
Trichlormethiazide	CA1|SLC12A1|CA2|ATP1A1|CA4
Ethinamate	CA1|CA2
Diazoxide	CA1|CA2|KCNJ11|KCNMA1|ATP1A1|SLC12A3
Diclofenamide	CA7|CA1|CA4|CA2
Brinzolamide	CA5A|CA1|CA4|CA2
Quinethazone	SLC12A2|CA1|SLC12A1|CA2|SLC12A3
N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	CA1|CA2
3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID	CA1|CA2
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE	CA1|CA2
Ellagic Acid	CA3|CA1|CA12|CA6|CSNK2A1|CA9|SYK|CA2|CA5B|CA14|SQLE|PRKCA|CA7|CA5A|CA4|PRKACA|PRKCB
Remikiren	REN
Dimethylformamide	REN|CELA1
1-Hydroxy-3-Methylbutane	REN
3-Phenyl-1,2-Propandiol	REN
2-Methyl-3-(2-Aminothiazolo)Propanal	REN
Enalkiren	REN
2-Cyclopropylmethylenepropanal	REN
1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine	REN
N-Methyl-N-(Methylbenzyl)Formamide	REN
1-Hydroxy-2-Amino-3-Cyclohexylpropane	REN
SPP1148	REN|ACE2
N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE	REN
6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE	REN
N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE	REN
(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE	REN
6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE	REN
6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine	REN
Aliskiren	REN
Folic Acid	FOLR3|FOLR2
EC145	FOLR3|FOLR1|FOLR2
Pyridoxamine-5'-Phosphate	CCBL1|BCAT2
D-Phenylalanine	CCBL1|CRH
N'-Pyridoxyl-Lysine-5'-Monophosphate	CCBL1|ODC1|PYGM|AGXT
1H-INDOL-3-YLACETIC ACID	CCBL1|PLA2G2E|SKP1
Muromonab	C1QB|FCGR1A|C1QC|CD3D|C1QA|FCGR3B|CD3G|C1R|C1S|FCGR2A|FCGR2B|CD247|FCGR3A|CD3E
Ardeparin	SERPIND1|SERPINC1
N-Formylmethionine	S100B|COX8A|S100G|B2M|COX6A2|COX5B|COX2|SERPINC1|COX5A|COX7A1|COX4I1|COX6C|COX6B1|COX7C|COX1|CLPP|COX7B|COX3|RABGGTB|RABGGTA|RNASE1|ND1
SR-123781A	F2R|SERPINC1
Sulodexide	SERPIND1|SERPINC1
Tinzaparin	ITGA4|CXCL12|SERPINC1
Nadroparin	SELP|MYC|SERPINC1|FOS
2(S)-Amino-6-Boronohexanoic Acid	ARG1
Nor-N-Omega-Hydroxy-L-Arginine	ARG1
Dinor-N(Omega)-Hydroxy-L-Arginine	ARG1
S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine	ARG1
S-2-(Boronoethyl)-L-Cysteine	ARG1|ARG2
Urea	CA2|ARG1|CTNNB1
Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine	ARG1
S,S-(2-Hydroxyethyl)Thiocysteine	PIM1|SNX3|CYTH2|PDE1B|ARG1|TYMS|PDE4B|SERPINB5|PRKACA
DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID	ARG1
S-propylamine-L-cysteine	ARG1
Dihydroergotamine	HTR2B|HTR1B|HTR1D|ADRA2A
Dipivefrin	ADRA1A|ADRB2|ACHE|ADRA2A|BCHE
Brimonidine	ADRA2C|ADRA2A|ADRA2B
Clonidine	ADRA1A|ADRA1B|ADRA2C|ADRA1D|ADRA2A|ADRA2B
Guanabenz	ADRA2A|ADRA2B
Dexmedetomidine	ADRA2A
Trazodone	HTR2C|ADRA1A|HTR1A|SLC6A4|ADRA2A|HTR2A|HRH1
Phentolamine	ADRA2A|ADRA1A
Ergotamine	HTR2C|ADRA1A|SLC6A2|ADRA1B|HTR1B|HTR1D|HTR1A|HTR1F|DRD5|ADRA1D|ADRA2A|ADRA2B|DRD1|HTR2A|DRD2
Tizanidine	ADRA2C|NISCH|ADRA2A|ADRA2B
Trimipramine	HTR1D|HTR1A|DRD5|SLC6A4|DRD1|HTR2A|HRH1|SLC6A2|ADRA2B|ADRB1|ADRB3|CHRM4|HTR3A|HTR2C|ADRA1A|ADRA1B|CHRM3|CHRM5|DRD2|CHRM1|ADRB2|ADRA2A|SLC6A3|CHRM2
Phenoxybenzamine	ADRA1A|ADRB2|ADRA1B|ADRA2C|CALM3|ADRA1D|ADRA2A|ADRA2B
Oxymetazoline	ADRA1A|ADRA1B|ADRA2C|ADRA1D|ADRA2A|ADRA2B
Apraclonidine	ADRA2A|ADRA2B|ADRA1A
Methyldopa	ADRA2A|DDC
Guanfacine	ADRA2A|ADRA2B
Nefazodone	HTR2C|ADRA1A|SLC6A2|ADRA1B|HTR1A|SLC6A4|ADRA2A|SLC6A3|HTR2A
Yohimbine	HTR2C|KCNJ15|DRD3|KCNJ1|KCNJ10|HTR2B|ADRA2C|HTR1B|HTR1D|HTR1A|KCNJ11|KCNJ12|ADRA2A|ADRA2B|KCNJ14|KCNJ8|HTR2A|DRD2
Lofexidine	ADRA2A
Epicept NP-1	HTR2C|ADRA1A|OPRL1|ADRA1B|HTR2B|ADRA2C|ADRA1D|ADRA2A|ADRA2B|OPRM1|HTR2A|HRH1
Flupirtine	ADRA2A
Xylometazoline	ADRA1A|ADRA1B|ADRA2C|ADRA1D|ADRA2A|ADRA2B
Naphazoline	ADRA2A|ADRA1A
Lurasidone	ADRA2C|HTR1A|ADRA2A|HTR7|HTR2A|DRD2
Eletriptan	HTR2B|HTR1B|HTR1D|HTR1A|HTR1F|HTR1E|HTR7
Methysergide	HTR2C|HTR2B|HTR1B|HTR1A|HTR1F|HTR1E|HTR7|HTR2A
Zolmitriptan	HTR1B|HTR1D|HTR1A|HTR1F
Buspirone	HTR1A|DRD2
Sumatriptan	HTR1B|HTR1D|HTR1A|HTR1F
Naratriptan	HTR1B|HTR1D|HTR1A|HTR1F
Alverine	HTR1A
Lysergic Acid Diethylamide	HTR1A
Dapoxetine	HTR2C|HTR1B|HTR1A
Bifeprunox	HTR1A|DRD2
Flibanserin	HTR2A|HTR1A|DRD4
Lesopitron	HTR1A
SLV 308	HTR1A|DRD3|DRD2|DRD4
MN-305	HTR1A
LI-301	HTR1A|OPRM1
Cariprazine	DRD3|HTR2B|HTR1A|HTR2A|HRH1|DRD2
Vilazodone	HTR1A
Brexpiprazole	ADRA1B|ADRA2C|HTR1A|HTR2A|DRD2
M0002	AVPR2
OPC-51803	AVPR2
Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine	SORD
Nimodipine	CACNA1D|CACNB1|NR3C2|CACNA1C|CACNA1S|AHR|CACNB3|CACNB2|CACNB4|CACNA1F
Magnesium Sulfate	CACNG1|CACNA2D1|CACNB1|CACNA1C|CACNA1S|CACNB2
Ethanol	CACNG1|CHRNA9|CACNA1D|CACNA1C|CACNA1S|CHRNA6|GABRA6|GABRA2|GABRB2|GABRE|GRIA2|CHRNA10|GLRA2|KCNJ3|CHRNA2|GRIA3|CHRFAM7A|CHRNA5|GABRA1|GRIN3A|VCAM1|KCNJ9|GABRD|KCNJ6|CACNG2|HTR3E|GABRA5|GABRA4|GLRA1|GABRB3|HTR3A|CHRNA3|GABRP|CACNB1|GRIA1|HTR3C|GABRB1|HTR3B|HTR3D|GABRA3|CHRNB4|GRIA4|CHRNB3|CHRNB2|SLC29A2|CHRNA4|GABRG1|GABRQ|SLC29A1|KCNJ5|GABRG3
N-(Phosphonoacetyl)-L-Ornithine	OTC
2-Amino-Pentanoic Acid	OTC
Norvaline	GATM|OTC
(2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID	ALOX15
Methadone	GRIN3A|OPRD1|CHRNA10|OPRM1|HTR3A
Palonosetron	HTR3A
Rocuronium	CHRM2|CHRNA2|HTR3A
Dolasetron	HTR3A
Granisetron	HTR3A
Alosetron	HTR3A
Memantine	GRIN2B|GRIN3A|GRIN1|GRIN2A|DRD2|HTR3A
Tubocurarine	ACHE|CHRNA2|HTR3A
Cilansetron	HTR3A
DDP733	HTR3A
Tapentadol	SLC6A2|OPRD1|SLC6A4|OPRK1|OPRM1|HTR3A
Liothyronine	THRA|THRB
Levothyroxine	THRA|THRB
Dextrothyroxine	TPO|THRA|THRB
Liotrix	THRA|THRB
[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid	THRB
3,5-Dichloro-4-[(4-Hydroxy-3-Isopropylphenoxy)Phenylacetic Acid	THRA|THRB
2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	THRB
[4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid	THRB
GC-24	THRB
KB2115	THRA|THRB
MB07811	THRB
{4-[4-hydroxy-3-(1-methylethyl)benzyl]-3,5-dimethylphenoxy}acetic acid	THRB
1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE	THRB
(Aminooxy)Acetic Acid	AGXT
4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID	AGXT
1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct	HSD17B10
Secretin	SCTR
Cyanocobalamin	MTHFR|MUT|MTR|MTRR|MMAA|MMACHC
Furosemide	SLC12A1|CA2
4-(Hydroxymercury)Benzoic Acid	CA2
N-Benzyl-4-Sulfamoyl-Benzamide	CA2
4-Flourobenzenesulfonamide	CA2
AL5424	CA2
N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide	CA2
3,5-Difluorobenzenesulfonamide	CA2
Al7089a	CA2
4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide	CA2
6-Oxo-8,9,10,11-Tetrahydro-7h-Cyclohepta[C][1]Benzopyran-3-O-Sulfamate	CA2
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide	CA2
(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	CA2
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide	CA2
AL7182	CA2
N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide	CA2
Cyanamide	CA2
4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide	CA2
Dansylamide	CA2
Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester	CA2
N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide	CA2
4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide	CA2
AL7099A	CA2
Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	CA2
2,6-Difluorobenzenesulfonamide	CA2
1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	CA2
(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester	CA2
4-Methylimidazole	CA5A|CA2|MB
AL5927	CA2
1,2,4-Triazole	CA2
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	CA2
Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	CA2
4-Sulfonamide-[1-(4-Aminobutane)]Benzamide	CA2
N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide	CA2
AL4623	CA2
(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	CA2
Mercuribenzoic Acid	CA2
4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide	CA2
(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide	CA2
AL5300	CA2
4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide	CA2
3-Mercuri-4-Aminobenzenesulfonamide	CA2
AL6528	CA2
3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide	CA2
4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide	CA2
4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE	CA2
4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE	CA2
1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM	CA2
5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE	CA2
2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate	CA2
N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide	CA2
5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	CA2
THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)	CA2
4-chloro-N-[(2S)-2-methyl-2,3-dihydro-1H-indol-1-yl]-3-sulfamoylbenzamide	CA2
N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE	CA2
(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate	CA2
5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide	CA2
PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE	CA2
N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE	CA2
2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide	CA2
2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide	CA2
indane-5-sulfonamide	CA2
4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE	CA2
N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE	CA2
SULTHIAME	CA2
(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	CA2
(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate	CA2
6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	CA2
2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide	CA2
6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	CA2|MIF
4-(2-AMINOETHYL)BENZENESULFONAMIDE	CA2
Raltitrexed	FPGS|TYMS
Floxuridine	TYMS
Trifluridine	TYMS
Trimethoprim	DHFR|TYMS
Gemcitabine	CMPK1|RRM1|TYMS
Fluorouracil	TYMS
Pemetrexed	DHFR|GART|TYMS|ATIC
Leucovorin	TYMS
Capecitabine	TYMS
Thymidine-5'-Phosphate	DTYMK|TYMS
2'-deoxyuridylic acid	TYMS
NB1011	TYMS
ANX-510	TYMS
OSI-7904L	TYMS
Pralatrexate	DHFR|TYMS
6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE	TYMS
N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	TYMS
N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide	TYMS
6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE	TYMS
Clofarabine	RRM1|POLA1
Hydroxyurea	RRM1
Fludarabine	DCK|RRM1|POLA1
Imexon	RRM1|RRM2
gallium maltolate	RRM1
Pentosan Polysulfate	FGF2|FGF1|FGF4
TP-508	FGF4
Ramelteon	MTNR1B|MTNR1A
VEC-162	MTNR1B|MTNR1A
Agomelatine	MTNR1B|HTR2C|MTNR1A
Tasimelteon	MTNR1B|MTNR1A
Prednisone	HSD11B1|NR3C1
Carbenoxolone	HSD11B1
(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE	HSD11B1|NR3C2|NCOA1
INCB13739	HSD11B1
(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	HSD11B1
(5S)-2-{[(1S)-1-(4-fluorophenyl)ethyl]amino}-5-(1-hydroxy-1-methylethyl)-5-methyl-1,3-thiazol-4(5H)-one	HSD11B1
(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine	HSD11B1
2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide	HSD11B1
(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one	HSD11B1
N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	HSD11B1
N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	HSD11B1
1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide	HSD11B1
(5S)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one	HSD11B1
2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE	HSD11B1
(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE	HSD11B1
(5R)-2-[(2-fluorophenyl)amino]-5-(1-methylethyl)-1,3-thiazol-4(5H)-one	HSD11B1
Pyrimethamine	DHFR
Methotrexate	DHFR
Gentamicin	DHFR|LRP2
Proguanil	DHFR
Trimetrexate	DHFR
2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine	DHFR
2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline	DHFR
6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine	DHFR
N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine	DHFR
2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine	DHFR
Sri-9662	DHFR
2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	DHFR
Sri-9439	DHFR
6-(2,5-Dimethoxy-Benzyl)-5-Methyl-Pyrido[2,3-D]Pyrimidine-2,4-Diamine	DHFR
Biopterin	DHFR|PTS|SPR
2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine	DHFR
5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	DHFR
5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	DHFR
5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	DHFR
5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	DHFR
5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine	DHFR
[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE	DHFR
(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol	DHFR
(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine	DHFR
Triglu-5-Formyl-Tetrahydrofolate	SHMT1
5-Hydroxymethylene-6-Hydrofolic Acid	SHMT1
N-Pyridoxyl-Glycine-5-Monophosphate	SHMT1|ODC1
(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID	F7
3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID	F7
2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE)	F7
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)	F7
N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID	F7
2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	F3|F7
[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA	F3|F7
{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID	F3|F7
Cholic Acid	COX5A|COX7A1|COX4I1|COX6C|CES1|COX5B|COX8A|PLA2G1B|COX6B1|FECH|COX7B|ADH1C|COX6A2|COX3|ESRRG|COX7C|FABP6|COX2|COX1
OPC-28326	HTR2B|ADRA2C|ADRA2B
Agmatine	KCNJ1|ADRA2C|GRIN1|CHRNA1|CACNA1B|ASIC3|NISCH
Abiraterone	CYP17A1
Gamma(Amino)-Butyric Acid	GATM
Alpha-Aminobutyric Acid	EGF|GATM
Pantoprazole	ATP4A
Omeprazole	ATP4A
Lansoprazole	ATP4A
Esomeprazole	ATP4A
Rabeprazole	ATP4A
TAK-390MR	ATP4A
Diminazene	PRDX5|AOC1|PRSS1
Pregabalin	CACNA1A
Loperamide	OPRD1|CALM3|POMC|OPRK1|OPRM1|CACNA1A
Bepridil	CACNA1H|KCNQ1|CACNA2D2|CALM3|PDE1B|TNNC1|ATP1A1|CACNA1A|PDE1A
ISA247	PPP3R2|PPP3R1
Crizotinib	MET|ALK
Ceritinib	ALK
Alectinib	ALK
Cyclohexylformamide	ADH4|ADH1C
TTP889	F9
Pethidine	GRIN2B|CHRM1|SLC6A2|CHRM2|GRIN1|GRIN2D|GRIN2C|SLC6A3|OPRK1|SLC6A4|OPRM1|CHRM3|CHRM5|GRIN2A|CHRM4
Dcka, 5,7-Dichlorokynurenic Acid	GRIN1
D-Serine	GRIN1|GLRA1|SERPINB3
Cycloleucine	GRIN1
CNS-5161	GRIN1
Ifenprodil	GRIN2B|GRIN1
Misoprostol	PTGER3|PTGER2|PTGER4
N-(4-{4-AMINO-6-[4-(METHYLOXY)PHENYL]FURO[2,3-D]PYRIMIDIN-5-YL}PHENYL)-N'-[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]UREA	KDR
AZD2171	KDR
XL880	KDR|HGF
XL184	KDR|TEK|KIT|MET
CYC116	KDR|AURKA
Ramucirumab	KDR
